Country,year,Corruption,Corruption: Bribery,Corruption: Other acts of corruption,Fraud,Money laundering
Bosnia and Herzegovina,2016,11.4048146128712,0.833097289101421,10.5717173237698,6.37750338553502,0.545822361825069
Bosnia and Herzegovina,2017,11.1336335441553,0.494182167756241,10.6394513763991,,
Bosnia and Herzegovina,2018,12.6465789974439,0.911730113769213,11.4407423953621,8.02910713093533,0.735266220781623
Bosnia and Herzegovina,2019,22.3464551559312,2.41020355210444,19.9362516038268,,
Bosnia and Herzegovina,2020,27.2118437515821,10.2157420064079,16.9961017451742,16.363268169556,1.32593701558097
Bosnia and Herzegovina,2021,23.8157619989098,4.00496126040717,19.8108007385026,,
Bosnia and Herzegovina,2022,21.4626352992623,2.84519084658808,18.6174444526742,18.0607766783417,3.52556257077219
Bulgaria,2012,,,,,
Bulgaria,2013,,,,,
Bulgaria,2014,2.69935115194471,1.37002244395184,,,
Bulgaria,2015,2.29845617623905,1.14922808811953,,,0.287307022029882
Bulgaria,2016,3.07757065129261,1.82170101332119,,49.7517587350219,0.427823722825431
Bulgaria,2017,3.24402789084306,1.93527844131839,,46.9200600521077,0.626528991793723
Bulgaria,2018,9.45565893086986,2.34635221612967,7.10930671474019,40.042537820177,0.533900504269026
Bulgaria,2019,8.29489323834333,1.84330960852074,6.45158362982259,29.8190777439932,0.439558445108792
Bulgaria,2020,6.96357377483728,1.69074424985761,5.27282952497967,23.9426579789158,0.687760372823435
Bulgaria,2021,8.20521102060045,1.46677223554097,6.73843878505949,23.8023732084321,0.638989884790124
Bulgaria,2022,7.87383811123433,1.54822659490563,6.3256115163287,33.8987899208384,0.604545622772673
Croatia,2012,,,,,
Croatia,2013,,,,,
Croatia,2014,,,,,
Croatia,2015,,,,,
Croatia,2016,21.4264524589636,5.25599165291704,16.1704608060466,90.1094785180282,1.37318700841977
Croatia,2017,18.1516038170366,4.60349479196855,13.5481090250681,62.9462318963989,0.143113827729592
Croatia,2018,12.378364541634,1.08160466868646,11.2967598729475,74.2221159311955,0.624927141907734
Croatia,2019,19.0084053473429,0.944366635090921,18.064038712252,79.859516987945,0.992795693300711
Croatia,2020,13.1319763624425,1.48894155782341,11.6430348046191,61.1930571387425,0.512586437939207
Croatia,2021,22.4623017554092,2.53686083421836,19.9254409211908,72.6084052356867,1.28074527552772
Croatia,2022,29.4514816613663,8.48559960251665,20.9658820588496,86.5431912677722,1.96012388479186
Cyprus,2012,,,,,
Cyprus,2013,2.22799405982507,1.02830495068849,,17.7382603993765,
Cyprus,2014,3.82329576591234,0.849621281313854,2.97367448459849,12.6593570915764,
Cyprus,2015,2.4425577791254,2.27410551849606,0.168452260629338,17.7717134963951,
Cyprus,2016,3.42270774583807,3.1722657156548,0.250442030183273,19.3675170008398,
Cyprus,2017,2.56511460683826,2.48236897435961,0.0827456324786537,20.3554255897488,
Cyprus,2018,1.39477909570728,1.31273326654803,0.0820458291592518,18.6244032191502,
Cyprus,2019,1.22066636990911,1.13928861191517,0.0813777579939406,17.9844845166609,
Cyprus,2020,1.05047364240423,0.888862312803577,0.16161132960065,19.7165822112793,
Cyprus,2021,0.964484466977659,0.964484466977659,0.0,32.9532192884034,
Cyprus,2022,1.91771638333073,1.83781153402528,0.0799048493054471,38.1945179680037,
Czechia,2012,,,,,
Czechia,2013,,2.68199703781987,,104.027246807354,10.1193079724835
Czechia,2014,37.8428366077529,1.75902632473223,36.0838102830207,102.242216593761,10.4400589435459
Czechia,2015,33.1724345146116,1.80543184124211,31.3670026733694,101.151694473801,8.21946601407591
Czechia,2016,28.1070949659803,0.930887227666804,27.1762077383135,93.430681340109,11.2086421290493
Czechia,2017,25.8562447863774,0.873585942103092,24.9826588442743,83.1046104922419,8.85930091284983
Czechia,2018,24.6426226433238,2.66740252803312,21.9752201152906,80.2024340190456,7.40417783582147
Czechia,2019,22.1982408250039,1.15783898274924,21.0404018422547,87.1131477266828,5.94104264918874
Czechia,2020,16.0384329852737,1.09201882374569,14.946414161528,75.51072770805,5.27967361741396
Czechia,2021,13.2816389618591,0.903836462304168,12.377802499555,111.45730690414,5.36593436567948
Czechia,2022,15.3421207156175,1.71526815454109,13.6268525610764,153.421207156175,6.58472385993273
Denmark,2012,,,,,
Denmark,2013,26.7359478506804,0.142212488567449,26.593735362113,244.232172553523,0.106659366425587
Denmark,2014,45.5876515510685,0.159273627313516,45.428377923755,322.77685428569,0.0176970697015018
Denmark,2015,65.5536056596609,0.369861826666545,65.1837438329944,552.6616313795,0.299411954920536
Denmark,2016,91.9245041535122,0.928707342763276,90.9957968107489,688.329846008057,0.0700911202085491
Denmark,2017,64.7867414639503,0.470605870198186,64.3161355937521,765.832619435848,1.96957271601463
Denmark,2018,83.8089675768717,5.46240943238456,78.3465581444871,751.696901825416,1.82080314412819
Denmark,2019,87.3034249513188,0.793667499557444,86.5097574517614,821.739173943965,4.45143945403958
Denmark,2020,66.4819545179664,0.223151409432885,66.2588031085335,924.602116745608,20.3239437514258
Denmark,2021,81.59896389643,0.905326582899474,80.6936373135305,776.906861196866,43.6777372164897
Denmark,2022,59.1779199207652,0.170002642691081,59.0079172780741,972.126111700406,100.352559980545
Estonia,2012,,,,,
Estonia,2013,,,,,
Estonia,2014,,,,,
Estonia,2015,,,,118.433933718072,1.97770216870256
Estonia,2016,,,,128.046713872969,5.16746382395363
Estonia,2017,22.0864650954158,12.5232534046172,9.5632116907986,118.477567058227,3.11183872478367
Estonia,2018,28.4385711735751,13.3873061109649,15.0512650626102,109.896925306395,7.63908427800821
Estonia,2019,5.42561296239221,2.78816221678489,2.63745074560733,136.619948622459,14.3175897618683
Estonia,2020,6.09277261772591,3.00877660134613,3.08399601637978,138.77982073709,1.57960771570672
Estonia,2021,6.54774851527921,3.08572056467181,3.4620279506074,214.645732937659,1.35470658936811
Estonia,2022,12.4428571213111,8.1444155703127,4.29844155099837,196.974198793118,1.50822510561346
Finland,2012,,,,,
Finland,2013,73.4527306397356,0.58835729173255,,584.165246028956,3.36466826209552
Finland,2014,62.749018573856,0.402824163590555,62.3461944102654,599.951661100369,3.8634499326185
Finland,2015,61.8856489716781,0.346749433931549,61.5388995377465,709.887341108916,3.21199475641856
Finland,2016,66.7307344802819,0.454940922281714,66.2757935580001,815.035761086137,6.73312564976937
Finland,2017,64.7223926770198,0.308634130577654,64.4137585464422,641.23279364722,8.58729080960179
Finland,2018,69.7312518391482,0.489532969229589,69.2417188699186,647.253239575078,7.72374240340019
Finland,2019,71.7191608061306,0.235441689515075,71.4837191166155,729.760572101572,8.18612643544723
Finland,2020,73.0811716425522,4.82867429561036,68.2524973469419,852.378565171188,10.7424439385489
Finland,2021,66.8353566984923,0.415463028125763,66.4198936703666,857.551817271412,12.644526942958
Finland,2022,66.2726703473386,0.397058482473162,65.8756118648655,973.082051864681,16.7125524895522
France,2012,,,,,
France,2013,,,,,
France,2014,,,,,
France,2015,,,,,
France,2016,3.13646094592755,0.296924553924382,2.84422467443356,308.989067378573,1.42836338045729
France,2017,3.06497464060873,0.31803399119236,2.74694064941637,271.122418501334,1.57925702489148
France,2018,3.66533967679794,0.359377531978066,3.30596214481987,280.67385247487,1.9695755648668
France,2019,3.71895801659755,0.357144193660725,3.36026102209482,319.369207577314,2.65839504150939
France,2020,3.54683331293168,0.316376911166621,3.23045640176505,358.023899266956,3.25992287878547
France,2021,4.23669428503723,0.410652518483857,3.82604176655337,419.192541236176,4.20260237784234
France,2022,3.87456390266873,0.371363952332466,3.50319995033626,401.532631410074,4.4764829754076
Georgia,2014,,,,,
Georgia,2019,16.8398787422653,1.93592306800845,,,
Germany,2012,,,,,
Germany,2013,8.60669570073635,8.60669570073635,,1148.24216749066,9.95830196725313
Germany,2014,24.7535925417938,24.7535925417938,,1183.5816113901,9.94150600133828
Germany,2015,10.5320582865842,10.5320582865842,,1177.3949277929,11.74682715652
Germany,2016,7.89734922958881,7.89734922958881,,1091.98039732655,14.0177341523661
Germany,2017,4.65964195988946,4.65964195988946,0.0,1101.79594219982,12.1211205787774
Germany,2018,4.78909316241024,4.78909316241024,,1014.25393359465,10.4370866602452
Germany,2019,4.9874837249819,4.9874837249819,,1001.78547587733,11.7428963324628
Germany,2020,5.00426094218257,5.00426094218257,,969.739366089505,10.730959555155
Germany,2021,6.12646988069749,6.12646988069749,,951.48753026593,17.7259994493371
Germany,2022,5.91101029181499,5.91101029181499,,961.273250808449,27.1249161402403
Greece,2012,,,,,
Greece,2013,,,,26.2036596067655,
Greece,2014,,,,26.4844721548961,
Greece,2015,,,,29.3153071338263,0.120296399223403
Greece,2016,,,,35.2566601133311,0.241866269906757
Greece,2017,8.43603330979911,1.11295783133713,7.32307547846198,30.4239649188209,0.271225017720814
Greece,2018,6.18812404950462,2.17242652801758,4.01569752148704,29.9437492000345,0.24451553995003
Greece,2019,5.80668248908836,1.7968561448319,4.00982634425645,30.338497434846,0.340456953757623
Greece,2020,5.77422568299482,0.608814569541464,5.16541111345336,38.6121615276375,0.361483650665244
Greece,2021,7.24723358159337,2.42212694338589,4.82510663820747,81.8161931153196,0.765889942572615
Greece,2022,6.27830352150237,1.26143828422824,5.01686523727413,99.0277199618564,1.1844038851914
Hungary,2012,,,,,
Hungary,2013,4.08301868486372,3.38567143423106,0.697347250632666,372.292473500804,0.131384264611952
Hungary,2014,2.20918308766981,1.1349931459588,1.07418994171101,334.529095903982,0.162141877994114
Hungary,2015,,,,320.705110376153,0.172689711329847
Hungary,2016,11.869460387841,9.8623499188241,2.00711046901689,458.477010689137,0.519607278781022
Hungary,2017,13.0861959429524,10.2666876835809,2.81950825937147,259.364113033269,0.888758038280137
Hungary,2018,22.891960380338,19.1380061982182,3.75395418211976,215.571074627177,2.46513067545194
Hungary,2019,18.4817611828982,3.96037739633533,14.5213837865629,173.315120372959,1.92390426488641
Hungary,2020,24.3780544999766,20.7680102492438,3.61004425073275,158.462482153613,3.08699806667772
Hungary,2021,67.1075552025554,63.3175643623866,3.78999084016888,159.200213063398,3.61490974157412
Hungary,2022,11.1464405006066,8.20683017956454,2.93961032104207,209.123677582938,5.34748225636663
Iceland,2012,,,,,
Iceland,2013,,,,,
Iceland,2014,,,,,
Iceland,2015,,,,,
Iceland,2016,,,,,
Iceland,2017,,,,134.737160683522,
Iceland,2018,,,,152.147920645085,29.4662639610592
Iceland,2019,,,,165.200145797444,67.9094559066675
Iceland,2020,,,,183.544286536358,78.5449547139246
Iceland,2021,,,,173.086529763592,69.6666531653773
Iceland,2022,,,,146.42054071014,41.834440202897
Ireland,2012,,,,,
Ireland,2013,,,,105.124789924756,
Ireland,2014,,,,112.025352605098,
Ireland,2015,,,,119.573231370666,
Ireland,2016,,,,103.948693198252,
Ireland,2017,0.0838248613641574,,,82.6513133050592,
Ireland,2018,0.124107794238378,,,94.1564465621831,
Ireland,2019,0.102123786692821,,,115.09350760281,5.18788836399532
Ireland,2020,0.141525102812933,,,119.285443799472,12.6159520221814
Ireland,2021,0.160432333051106,,,305.062081296678,16.7050166789464
Ireland,2022,0.0796319649476017,,,204.176358125651,10.8498552241107
Italy,2012,,,,,
Italy,2013,,,,233.14199686301,3.13533158908752
Italy,2014,6.13366834877272,0.80898112275705,5.32468722601567,220.913183196162,2.65902811660309
Italy,2015,5.9485756838629,0.909801695438702,5.0387739884242,290.512299041325,3.41175635789513
Italy,2016,35.4349409875911,0.873273436534071,34.561667551057,302.90611926317,3.00239724370285
Italy,2017,5.95293329621583,0.888273641344635,5.06465965487119,323.424932511202,3.23478262260776
Italy,2018,5.62315420839901,0.681392015748974,4.94176219265003,365.521724330635,3.27168372267706
Italy,2019,5.80800286204451,0.770158926647586,5.03784393539693,467.047812738603,3.71350543327032
Italy,2020,6.33607279687144,0.687388268944408,5.64868452792703,594.427829013227,3.52433545226509
Italy,2021,6.4854466543316,0.578997449879162,5.90644920445244,743.442853880118,2.84772215144649
Italy,2022,6.21808446614772,0.601312989780017,5.61677147636771,694.809537413474,2.64408331562424
Latvia,2012,,,,,
Latvia,2013,,,,,
Latvia,2014,,,,,
Latvia,2015,,,,,
Latvia,2016,14.5428675089031,11.7559068364652,3.19233677024702,90.5002138358916,6.08064146713717
Latvia,2017,9.46357877764324,6.39430998489408,3.27388671226577,76.8851832583664,6.29200102513578
Latvia,2018,12.5023829438566,7.59442269730129,5.2179366831798,90.823095930991,10.1258969297351
Latvia,2019,18.470631695604,5.37422334646105,13.3572929776119,82.4395425961986,17.4792701074219
Latvia,2020,9.59383295766273,6.37831751580874,3.63722238504796,91.2468398335944,21.876047678187
Latvia,2021,10.939640400679,7.84452262877958,3.20184597093044,158.651467859603,22.5196499955441
Latvia,2022,10.7529728727891,8.32139609251015,2.53964685940245,126.117782337134,25.2343634753392
Lithuania,2012,,,,,
Lithuania,2013,56.9316984733455,3.43439480349648,53.497303669849,163.76119067826,1.81626648261833
Lithuania,2014,54.9929747893772,4.47423110004648,50.5187436893308,169.954002233109,2.0033870597223
Lithuania,2015,44.7066484690925,3.23912320983614,41.4675252592564,139.889633624798,3.30660494337439
Lithuania,2016,25.9401692212564,2.11339092209973,23.8267782991566,97.8295475230036,1.09078241140631
Lithuania,2017,25.7880149425881,2.9609736783212,22.8270412642669,103.255349549829,0.723028456334246
Lithuania,2018,19.2967767776678,1.32122075234482,17.9755560253229,96.7620356256745,1.91229319418329
Lithuania,2019,17.3740112169424,2.66752495452045,14.706486262422,104.630156439809,1.82514865309294
Lithuania,2020,19.5371572975183,11.0982399893343,8.43891730818394,95.3101248924304,2.94298376713978
Lithuania,2021,22.3924703882905,12.5598792242014,9.83259116408908,117.632240276949,1.50718550690417
Lithuania,2022,19.0905272803635,12.2543003685381,6.8362269118254,144.288023330442,1.38179054600726
Luxembourg,2012,,,,,
Luxembourg,2013,,,,,
Luxembourg,2014,0.359667271806851,0.359667271806851,,,
Luxembourg,2015,0.526863450165303,0.526863450165303,,222.687618269868,
Luxembourg,2016,0.857116898745352,0.857116898745352,,169.537722571831,
Luxembourg,2017,0.167705743502451,0.167705743502451,,98.610977179441,
Luxembourg,2018,0.493491667393196,0.493491667393196,,106.265205712002,
Luxembourg,2019,0.161297346819942,0.161297346819942,,120.005226034037,
Luxembourg,2020,0.79314783720482,0.79314783720482,,233.978611975422,
Luxembourg,2021,0.625663790177391,0.625663790177391,,359.600263404456,
Luxembourg,2022,0.0,0.0,,724.059178596632,
Malta,2012,,,,,
Malta,2013,,,,,
Malta,2014,,,,,
Malta,2015,1.31412232507663,0.0,1.31412232507663,102.939582131003,8.32277472548532
Malta,2016,1.06904993532248,0.213809987064496,0.855239948257983,106.904993532248,16.4633690039662
Malta,2017,0.625655634967476,0.208551878322492,0.417103756644984,164.130328239801,12.0960089427045
Malta,2018,1.62738564564491,0.406846411411228,1.22053923423368,209.932748288194,6.71296578828527
Malta,2019,0.794226765640559,0.19855669141014,0.595670074230419,163.213600339135,7.14804089076503
Malta,2020,3.10463794100412,0.194039871312757,2.91059806969136,157.560375505959,20.762266230465
Malta,2021,4.93594660065154,1.13906460015036,3.79688200050119,451.259425759566,34.1719380045107
Malta,2022,4.31288276834569,0.937583210509933,3.37529955783576,292.900994963303,24.3771634732582
Montenegro,2012,,,,,
Montenegro,2013,,,,,
Montenegro,2014,,,,,
Montenegro,2015,,,,,
Montenegro,2016,12.6329718987436,3.15824297468589,9.47472892405768,7.73769528798044,
Montenegro,2017,12.0169882265139,0.632473064553363,11.3845151619605,,
Montenegro,2018,38.3242181344816,0.633458150983167,37.6907599834984,0.95018722647475,29.1390749452257
Montenegro,2019,27.2844370839917,0.158630448162742,27.1258066358289,7.1383701673234,5.71069613385872
Montenegro,2020,24.4814580774902,0.953823041980137,23.52763503551,9.22028940580799,6.35882027986758
Montenegro,2021,28.350336899158,1.27417244490598,27.076164454252,6.37086222452989,1.59271555613247
Montenegro,2022,53.5814665534439,1.91362380548014,51.6678427479638,6.21927736781045,0.318937300913357
Netherlands,2012,,,,,
Netherlands,2013,52.687582496648,,,160.274120087136,3.78245500538555
Netherlands,2014,48.6018675975419,,48.6018675975419,146.295160439543,3.86337661121237
Netherlands,2015,42.6908860621035,,42.6908860621035,286.777127402749,3.34485292857718
Netherlands,2016,40.3223334046736,,40.3223334046736,367.88800610587,3.56214675986255
Netherlands,2017,39.1696544666947,,39.1696544666947,,4.06806500395939
Netherlands,2018,38.3546425286574,,38.3546425286574,,5.21229757440728
Netherlands,2019,38.0400871679527,,38.0400871679527,,7.94781533562069
Netherlands,2020,33.7834776195645,,33.7834776195645,,11.1560040696185
Netherlands,2021,30.1970734721938,,30.1970734721938,,14.1700552906415
Netherlands,2022,30.8300824629268,,30.8300824629268,,8.73946012568653
North Macedonia,2012,,,,,
North Macedonia,2013,,,,,
North Macedonia,2014,,1.13998492369938,,,
North Macedonia,2015,,0.569270224036297,,,
North Macedonia,2016,,0.616056517972738,,,
North Macedonia,2017,,0.189395822591039,,,
North Macedonia,2019,0.331098262396319,0.331098262396319,,,
North Macedonia,2020,0.2842157917873,0.2842157917873,,,
North Macedonia,2021,0.332805598741044,0.332805598741044,,,
North Macedonia,2022,0.764234403110243,0.764234403110243,,,
Norway,2012,,,,,
Norway,2013,0.925075024568615,,,285.356121408421,
Norway,2014,0.486577847395174,,,277.641319723686,
Norway,2015,0.944058375946009,,,337.587568639306,
Norway,2016,0.878434248241699,,,407.918129928064,2.17698922390334
Norway,2017,1.55379749054126,,,376.606403957409,2.19805498661934
Norway,2018,0.677670019878321,,,424.146135774953,1.76947171857117
Norway,2019,0.878787363187298,,,393.24799622458,2.61766448608982
Norway,2020,0.743516674011992,,,353.133244321996,2.91830294549707
Norway,2021,0.573753091094778,,,350.322532523934,3.40550221811094
Norway,2022,0.754464358827665,,,424.119379079513,3.45949510877076
Poland,2012,,,,,
Poland,2013,30.3284195629781,16.2300689197729,,268.288271407781,0.74856206795633
Poland,2014,23.3529357167289,14.2968694132605,,296.356789106636,0.58317542022908
Poland,2015,19.2669101504712,10.0821862890255,,327.628256329587,1.18018903048794
Poland,2016,18.405427182257,16.0022368874502,,281.964812051703,0.877190409983486
Poland,2017,19.2485303174863,13.0096915844086,,334.878233127652,0.962815794497427
Poland,2018,26.0530124808104,23.3350467506979,,304.843090436584,1.24346283163692
Poland,2019,16.2130843513445,10.6121534329823,,363.777345746375,3.35120634725756
Poland,2020,19.5298436699119,13.1803675134049,,359.59633673739,1.6888565678578
Poland,2021,15.9471747291917,12.9399484584389,,461.812846839303,2.2162631109975
Poland,2022,13.4806442674125,7.70752637064789,,437.92147633854,2.6469532295031
Portugal,2012,,,,,
Portugal,2013,1.33785208802876,0.554253007897628,0.783599080131129,123.579308588485,0.258014331262689
Portugal,2014,1.58526232536654,0.787827337454887,0.797434987911654,127.032354339372,0.192153009135338
Portugal,2015,1.4857069205772,0.704263670143735,0.78144325043346,174.512678482603,0.241186188405389
Portugal,2016,1.47105035802172,0.667779438838807,0.803270919182913,188.546072861705,0.174203331870993
Portugal,2017,1.70748957315671,0.814938205370249,0.892551367786463,222.48783171138,0.242541132550669
Portugal,2018,1.61324258357884,0.690001345988541,0.923241237590301,232.433270309971,0.301268193318941
Portugal,2019,1.65210176985775,0.680277199353192,0.971824570504561,301.032378959493,0.349856845381642
Portugal,2020,1.49540812600891,0.602047427354239,0.893360698654676,359.315499264337,0.45639079170402
Portugal,2021,2.06023205015538,0.971807570828008,1.08842447932737,390.715233851401,0.495621861122284
Portugal,2022,1.70384870212976,0.545231584681524,1.15861711744824,434.900079009898,0.477077636596333
Romania,2012,,,,,
Romania,2013,,,,,
Romania,2014,,,,,
Romania,2015,11.0117115480151,9.40918600795264,1.60252554006241,,4.9783787153663
Romania,2016,7.07653670959732,5.92489476114037,1.15164194845695,,4.8187123632804
Romania,2017,27.5904388950971,4.34035423280736,23.2500846622897,51.7847409694361,3.22861437668477
Romania,2018,22.3341075381923,3.35598144784894,18.9781260903433,53.5375946171282,2.23392078139489
Romania,2019,20.9483497182037,3.31383429527575,17.634515422928,58.0868543164177,3.28822506579139
Romania,2020,17.5598865941993,3.49243204377895,14.0674545504204,57.7202833509387,1.23443842489978
Romania,2021,20.7827173881551,3.94752635478277,16.8351910333724,61.6703986225565,1.34515970149871
Romania,2022,20.0160061922961,2.18217704104067,17.8338291512555,62.4082287098555,1.64299110549216
Serbia,2012,,,,,
Serbia,2013,30.6739709748376,2.7356794449769,27.9382915298607,34.0440108708236,0.370043596421996
Serbia,2014,19.2869527410007,1.9485787305341,17.3383740104667,31.2567935142816,0.357902215812385
Serbia,2015,26.2916557173513,6.11743127464926,20.174224442702,32.5952696829681,0.0664938182027093
Serbia,2016,17.9894326762831,1.96175564051455,16.0276770357685,29.9601456663617,0.160143317593025
Serbia,2017,20.094093943908,1.96922120650298,18.124872737405,27.381552014232,0.495654317283064
Serbia,2018,15.8599524497371,3.96835112185959,11.8916013278775,26.4467061205964,1.842929165067
Serbia,2019,14.2276993985723,2.95903719685407,11.2686622017182,40.0078042917119,2.3645274404085
Serbia,2020,10.1386177367371,2.44631527159876,7.69230246513831,29.777093111516,1.54933300534588
Serbia,2021,16.0481988671973,2.67241569522072,13.3757831719765,36.9889741610294,3.09726126728145
Serbia,2022,13.6123839736404,2.00793049458582,11.6044534790546,46.2516403580459,2.52029896561807
Slovenia,2012,,,,,
Slovenia,2013,96.3146148742385,1.9784064177574,80.4873635321793,396.308583147355,4.63236624645636
Slovenia,2014,119.233685010051,3.03626602895441,116.534781873203,322.085172563529,3.7109918131665
Slovenia,2015,65.8861567946361,4.27707363582977,62.1857672445362,242.832057099414,2.93147743579344
Slovenia,2016,55.4540147941168,9.52143998622023,47.9421249557421,209.710911857303,2.44016803666951
Slovenia,2017,46.2735275391824,3.81244305163192,43.0806064834407,190.717463657887,
Slovenia,2018,10.1143251133469,5.12839019831675,4.98593491503017,185.524263933551,
Slovenia,2019,10.3648915094027,8.7557302705,1.6091612389027,188.271864951616,2.79236803221351
Slovenia,2020,14.7333754871576,14.0722624845288,0.661113002628869,160.792126710807,3.25834265581371
Slovenia,2021,11.7013697208185,8.82321023303655,2.87815948778198,164.574103170222,2.78379360293667
Slovenia,2022,29.388955036314,9.01009696939964,20.3788580669144,172.701387460587,4.38711527829406
Spain,2012,,,,,
Spain,2013,,,,,
Spain,2014,,,,,
Spain,2015,,,,,
Spain,2016,2.46162771043985,0.163534708036214,2.29809300240364,393.785121633781,0.563764388230106
Spain,2017,2.41927676290036,0.154558941374291,2.26471782152607,460.66077811411,0.558129510518273
Spain,2018,2.08582472024143,0.170969239364052,1.91058124989328,618.01533222219,0.581295413837776
Spain,2019,2.06656407116687,0.169738322067094,1.89682574909977,695.112376529162,0.625910062622408
Spain,2020,1.60882337857681,0.0992318881799345,1.50959149039688,761.237372663055,0.654508198633611
Spain,2021,,,,764.848268265787,0.722303934755949
Spain,2022,2.16995319429884,0.292270827526685,1.87768236677215,921.403759122201,0.864196475636456
Sweden,2012,,,,,
Sweden,2013,29.7649522247644,1.26438863907425,28.5005635856901,1400.39332850517,7.35832732575999
Sweden,2014,21.3900802758941,1.10797538119739,20.2821048946967,1479.39335064989,7.30443029085687
Sweden,2015,228.26889371064,1.71584944345053,226.55304426719,1918.97961987132,19.9911689594916
Sweden,2016,211.356676372309,2.52177239004846,208.83490398226,2184.79929856549,19.8024437481495
Sweden,2017,209.729583553303,2.85339608816298,206.87618746514,2520.98041496532,31.1885140368197
Sweden,2018,206.951223040301,4.33956965245459,202.611653387846,2963.99495468446,66.7860753542161
Sweden,2019,200.790383877088,1.56799009575647,199.222393781332,2857.27725629392,65.962713779867
Sweden,2020,190.867559651537,1.46591223622018,189.401647415317,2690.2768548853,89.7196153523445
Sweden,2021,203.313296895978,3.82149893136559,199.491797964612,2466.97818889039,100.639174357513
Sweden,2022,184.750771777628,1.63991193009387,183.110859847534,2357.77626804768,141.790766764995
Switzerland,2012,,,,,
Switzerland,2013,60.3830167449128,0.173088090587383,60.2099286543254,119.702778076217,4.40138287493631
Switzerland,2014,44.0533960869299,0.928211284337863,43.1251848025921,121.803304456599,4.71433625992652
Switzerland,2015,48.371524217398,0.555439369445908,47.8160848479521,149.050947313919,4.43144018666627
Switzerland,2016,44.7754170658713,0.238865921930495,44.5365511439408,196.156695089323,7.91840531199592
Switzerland,2017,40.0985034112125,0.295798933396374,39.8027044778161,168.333257017209,9.54838957003495
Switzerland,2018,0.223150476003455,0.211405714108536,0.0117447618949187,205.768228398975,14.3873333212754
Switzerland,2019,0.163254092517727,0.151593085909318,0.0116610066084091,222.736887227221,20.6633037101008
Switzerland,2020,0.243094580113729,0.231518647727361,0.011575932386368,240.304780408614,35.5381124261499
Switzerland,2021,0.69033701908103,0.69033701908103,0.0,277.13579631008,41.4202211448618
Switzerland,2022,0.652138694569355,0.652138694569355,0.0,294.74380788589,42.9153025145553
