Series Name,"Series Code","Country Name","Country Code","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]","2022 [YR2022]","2023 [YR2023]"
Control of Corruption: Estimate,"CC.EST","Albania","ALB","-0.5865718126297","-0.54514080286026","-0.472373723983765","-0.481386840343475","-0.546018898487091","-0.564274072647095","-0.573538780212402","-0.577179968357086","-0.408189445734024","-0.332218527793884"
Control of Corruption: Estimate,"CC.EST","Andorra","AND","1.2206939458847","1.15172910690308","1.15941143035889","1.17178130149841","1.17894005775452","1.17618942260742","1.26545393466949","1.2796870470047","1.27027237415314","1.25135612487793"
Control of Corruption: Estimate,"CC.EST","Armenia","ARM","-0.565446794033051","-0.609746634960175","-0.659795224666595","-0.637015163898468","-0.409369438886642","-0.227039858698845","-0.003474973840639","0.0486846454441547","0.0279071740806103","0.0583996474742889"
Control of Corruption: Estimate,"CC.EST","Austria","AUT","1.46650183200836","1.47204375267029","1.49688053131104","1.50082015991211","1.56858718395233","1.52132439613342","1.47770941257477","1.24272727966309","1.25858676433563","1.1336532831192"
Control of Corruption: Estimate,"CC.EST","Azerbaijan","AZE","-1.02282762527466","-0.952573180198669","-0.852637350559235","-0.906532645225525","-0.853233695030212","-0.849681973457336","-1.07807588577271","-0.847890377044678","-1.04090738296509","-1.19547140598297"
Control of Corruption: Estimate,"CC.EST","Belarus","BLR","-0.234991431236267","-0.315615206956863","-0.223861917853355","-0.241236239671707","-0.155491337180138","0.00689655169844627","-0.134194105863571","-0.25852045416832","-0.579731464385986","-0.665028035640717"
Control of Corruption: Estimate,"CC.EST","Belgium","BEL","1.51272034645081","1.47445356845856","1.53124380111694","1.40419495105743","1.42957329750061","1.44879794120789","1.44580173492432","1.45520210266113","1.49497354030609","1.3368444442749"
Control of Corruption: Estimate,"CC.EST","Bosnia and Herzegovina","BIH","-0.300066590309143","-0.417883574962616","-0.486797899007797","-0.554221451282501","-0.606174349784851","-0.647259771823883","-0.643099904060364","-0.666075170040131","-0.684315621852875","-0.581560015678406"
Control of Corruption: Estimate,"CC.EST","Bulgaria","BGR","-0.303166449069977","-0.346440643072128","-0.260855674743652","-0.196330279111862","-0.188220024108887","-0.181220516562462","-0.3223497569561","-0.258131921291351","-0.158206030726433","-0.137721657752991"
Control of Corruption: Estimate,"CC.EST","Croatia","HRV","0.200835213065147","0.19990636408329","0.155666068196297","0.0596246346831322","0.0467699244618416","0.0524476990103722","0.177110493183136","0.0375364571809769","0.147807404398918","0.181928679347038"
Control of Corruption: Estimate,"CC.EST","Cyprus","CYP","1.07067537307739","0.971173226833344","0.789454460144043","0.746647298336029","0.607749342918396","0.598950326442719","0.349943220615387","0.369423598051071","0.421445220708847","0.332707405090332"
Control of Corruption: Estimate,"CC.EST","Czechia","CZE","0.429756611585617","0.46791335940361","0.555945515632629","0.568141341209412","0.509728491306305","0.533485949039459","0.55544102191925","0.615270674228668","0.663074553012848","0.767809867858887"
Control of Corruption: Estimate,"CC.EST","Denmark","DNK","2.25215744972229","2.18585419654846","2.20300269126892","2.190749168396","2.15699577331543","2.12164855003357","2.23648619651794","2.33337140083313","2.40263819694519","2.37605309486389"
Control of Corruption: Estimate,"CC.EST","Estonia","EST","1.29877054691315","1.25537073612213","1.23109316825867","1.20263087749481","1.46850371360779","1.52524757385254","1.58082056045532","1.50660848617554","1.54471278190613","1.53812229633331"
Control of Corruption: Estimate,"CC.EST","Finland","FIN","2.15926671028137","2.2156457901001","2.18630695343018","2.16233658790588","2.17175912857056","2.11393284797668","2.17043972015381","2.23784065246582","2.24686503410339","2.22151660919189"
Control of Corruption: Estimate,"CC.EST","France","FRA","1.2879855632782","1.24783480167389","1.32828891277313","1.22452700138092","1.28155159950256","1.24806225299835","1.12261998653412","1.28193628787994","1.25943613052368","1.18482184410095"
Control of Corruption: Estimate,"CC.EST","Georgia","GEO","0.828279137611389","0.700735151767731","0.713530719280243","0.759495615959167","0.724816799163818","0.716545462608337","0.601492643356323","0.661079525947571","0.620420038700104","0.617694795131683"
Control of Corruption: Estimate,"CC.EST","Germany","DEU","1.81229484081268","1.7758332490921","1.78129398822784","1.79697561264038","1.89839863777161","1.86510336399078","1.82534158229828","1.7829247713089","1.81836342811584","1.66416621208191"
Control of Corruption: Estimate,"CC.EST","Greece","GRC","-0.136098176240921","-0.119139403104782","-0.13452722132206","-0.112043097615242","-0.0562080480158329","0.0136982277035713","0.0319508388638496","0.183011442422867","0.0375978611409664","0.0978469252586365"
Control of Corruption: Estimate,"CC.EST","Greenland","GRL","1.2032482624054","1.15883529186249","1.13227462768555","1.14908540248871","1.14411771297455","1.11208498477936","1.00998306274414","1.00186324119568","1.02909278869629","1.02827477455139"
Control of Corruption: Estimate,"CC.EST","Hungary","HUN","0.156544849276543","0.118709452450275","0.0721640735864639","0.0906213447451591","0.0553392209112644","0.0306371729820967","0.0689540952444077","0.0119548495858908","-0.103261694312096","-0.000498130626510829"
Control of Corruption: Estimate,"CC.EST","Ireland","IRL","1.69225120544434","1.67364001274109","1.64945268630981","1.52960228919983","1.5349406003952","1.4588143825531","1.53512811660767","1.61938548088074","1.67441475391388","1.5752888917923"
Control of Corruption: Estimate,"CC.EST","Italy","ITA","0.0056577529758215","0.0265776235610247","0.0815546959638596","0.175231233239174","0.215687438845634","0.233934670686722","0.509535729885101","0.517084956169128","0.527714252471924","0.550129175186157"
Control of Corruption: Estimate,"CC.EST","Jersey, Channel Islands","JEY","1.2032482624054","1.15883529186249","1.10706257820129","1.13323640823364","1.07298398017883","1.01631641387939","1.00998306274414","1.00186324119568","1.02909278869629","1.02827477455139"
Control of Corruption: Estimate,"CC.EST","Kazakhstan","KAZ","-0.825699031352997","-0.871615648269653","-0.832159817218781","-0.839968383312225","-0.492212444543839","-0.286037147045135","-0.378142863512039","-0.259969383478165","-0.185685604810715","-0.26659306883812"
Control of Corruption: Estimate,"CC.EST","Kosovo","XKX","-0.486257940530777","-0.559970378875732","-0.438401579856873","-0.527111172676086","-0.528270959854126","-0.54137921333313","-0.462970525026321","-0.341498196125031","-0.263819605112076","-0.185286059975624"
Control of Corruption: Estimate,"CC.EST","Kyrgyz Republic","KGZ","-1.13007795810699","-1.17951929569244","-1.10505127906799","-1.07767915725708","-0.961097419261932","-0.960630595684052","-1.12495839595795","-1.15049564838409","-1.23040282726288","-1.22109532356262"
Control of Corruption: Estimate,"CC.EST","Latvia","LVA","0.40977743268013","0.434054464101791","0.395586460828781","0.500998258590698","0.297239780426025","0.48045802116394","0.693109571933746","0.720612168312073","0.693807184696198","0.698113977909088"
Control of Corruption: Estimate,"CC.EST","Liechtenstein","LIE","2.0775945186615","2.01073408126831","1.98334741592407","1.99827551841736","1.95875442028046","1.92095506191254","1.9591908454895","1.66574025154114","1.71488809585571","1.71017241477966"
Control of Corruption: Estimate,"CC.EST","Lithuania","LTU","0.553396463394165","0.582566559314728","0.676383554935455","0.518651902675629","0.466041952371597","0.666305541992188","0.778560698032379","0.824572265148163","0.746974110603333","0.781545519828796"
Control of Corruption: Estimate,"CC.EST","Luxembourg","LUX","2.06915903091431","2.05351066589355","2.04989457130432","1.94112145900726","2.04803919792175","2.07247686386108","2.02369952201843","1.84092938899994","1.88359045982361","1.92665910720825"
Control of Corruption: Estimate,"CC.EST","Moldova","MDA","-0.854309618473053","-0.947364449501038","-0.990662038326263","-0.834933340549469","-0.758018732070923","-0.650996446609497","-0.586998105049133","-0.469503223896027","-0.342236280441284","-0.28033846616745"
Control of Corruption: Estimate,"CC.EST","Monaco","MCO","NA","1.73161518573761","1.7401282787323","1.76228725910187","1.78064966201782","1.78022909164429","1.26545393466949","1.2796870470047","1.27027237415314","1.25135612487793"
Control of Corruption: Estimate,"CC.EST","Montenegro","MNE","-0.0755308717489243","-0.123520962893963","-0.0820801183581352","-0.0849762111902237","-0.0147577738389373","-0.0302034318447113","-0.0437371805310249","-0.0440896898508072","-0.118748672306538","-0.0793098732829094"
Control of Corruption: Estimate,"CC.EST","Netherlands","NLD","1.96052145957947","1.83337318897247","1.85835075378418","1.74557888507843","1.88914597034454","1.86761248111725","1.99998319149017","2.00424218177795","1.91720008850098","1.86710047721863"
Control of Corruption: Estimate,"CC.EST","North Macedonia","MKD","-0.0327540375292301","-0.26603227853775","-0.297931522130966","-0.32858607172966","-0.392622709274292","-0.456911981105804","-0.494269162416458","-0.375454425811768","-0.323990255594254","-0.34861546754837"
Control of Corruption: Estimate,"CC.EST","Norway","NOR","2.22268295288086","2.20029306411743","2.14950466156006","2.19124555587769","2.05031037330627","2.0337541103363","2.06576919555664","2.10831046104431","2.0676383972168","2.11352157592773"
Control of Corruption: Estimate,"CC.EST","Poland","POL","0.681905627250671","0.694461524486542","0.759568095207214","0.698781192302704","0.622786521911621","0.611018896102905","0.618671596050262","0.546135544776917","0.506645441055298","0.565399944782257"
Control of Corruption: Estimate,"CC.EST","Portugal","PRT","0.909372627735138","0.892139911651611","0.858934998512268","0.821428775787354","0.806315660476685","0.745498478412628","0.72114634513855","0.741993844509125","0.728919625282288","0.696312069892883"
Control of Corruption: Estimate,"CC.EST","Romania","ROU","-0.224212571978569","-0.170948252081871","-0.178657218813896","-0.141483217477798","-0.226882994174957","-0.236893355846405","-0.0985997840762138","-0.0613786391913891","0.0164916589856148","0.0404953435063362"
Control of Corruption: Estimate,"CC.EST","Russian Federation","RUS","-0.918883323669434","-0.974069595336914","-0.838650405406952","-0.91468071937561","-0.869339644908905","-0.822259068489075","-0.930568337440491","-0.921020746231079","-0.979839682579041","-1.10467827320099"
Control of Corruption: Estimate,"CC.EST","San Marino","SMR","NA","1.15172910690308","1.15941143035889","1.17178130149841","1.17894005775452","1.17618942260742","1.26545393466949","1.2796870470047","1.27027237415314","1.25135612487793"
Control of Corruption: Estimate,"CC.EST","Serbia","SRB","-0.2474045753479","-0.318577229976654","-0.383323162794113","-0.435910999774933","-0.396570771932602","-0.450225323438644","-0.451470822095871","-0.459140092134476","-0.456542432308197","-0.447204262018204"
Control of Corruption: Estimate,"CC.EST","Slovak Republic","SVK","0.121957376599312","0.109913036227226","0.152081429958344","0.0974162742495537","0.230296522378922","0.187729358673096","0.415226489305496","0.210813537240028","0.213295862078667","0.292565286159515"
Control of Corruption: Estimate,"CC.EST","Slovenia","SVN","0.721584439277649","0.737131714820862","0.784757494926453","0.776858031749725","0.835979223251343","0.888419628143311","0.777402997016907","0.692999660968781","0.767268538475037","0.776647090911865"
Control of Corruption: Estimate,"CC.EST","Spain","ESP","0.689240038394928","0.630986750125885","0.569826066493988","0.510279893875122","0.612778782844543","0.666394531726837","0.711801946163177","0.715437471866608","0.685416162014008","0.629368722438812"
